nct_id,mesh_term,mesh_type
NCT01438463,Eye Diseases,mesh-ancestor
NCT01439100,Parkinson Disease,mesh-list
NCT01439100,Parkinsonian Disorders,mesh-ancestor
NCT01439100,Basal Ganglia Diseases,mesh-ancestor
NCT01439100,Brain Diseases,mesh-ancestor
NCT01439100,Central Nervous System Diseases,mesh-ancestor
NCT01439100,Nervous System Diseases,mesh-ancestor
NCT01439100,Movement Disorders,mesh-ancestor
NCT01439100,Synucleinopathies,mesh-ancestor
NCT01439100,Neurodegenerative Diseases,mesh-ancestor
NCT01440062,Multiple Sclerosis,mesh-list
NCT01440062,Sclerosis,mesh-list
NCT01440062,Pathologic Processes,mesh-ancestor
NCT01440062,"Demyelinating Autoimmune Diseases, CNS",mesh-ancestor
NCT01440062,Autoimmune Diseases of the Nervous System,mesh-ancestor
NCT01440062,Nervous System Diseases,mesh-ancestor
NCT01440062,Demyelinating Diseases,mesh-ancestor
NCT01440062,Autoimmune Diseases,mesh-ancestor
NCT01440062,Immune System Diseases,mesh-ancestor
NCT01441986,Diabetes Mellitus,mesh-list
NCT01441986,"Diabetes Mellitus, Type 2",mesh-list
NCT01441986,Glucose Metabolism Disorders,mesh-ancestor
NCT01441986,Metabolic Diseases,mesh-ancestor
NCT01441986,Endocrine System Diseases,mesh-ancestor
NCT01442610,Parkinson Disease,mesh-list
NCT01442610,Dyssomnias,mesh-list
NCT01442610,Parasomnias,mesh-list
NCT01442610,Parkinsonian Disorders,mesh-ancestor
NCT01442610,Basal Ganglia Diseases,mesh-ancestor
NCT01442610,Brain Diseases,mesh-ancestor
NCT01442610,Central Nervous System Diseases,mesh-ancestor
NCT01442610,Nervous System Diseases,mesh-ancestor
NCT01442610,Movement Disorders,mesh-ancestor
NCT01442610,Synucleinopathies,mesh-ancestor
NCT01442610,Neurodegenerative Diseases,mesh-ancestor
NCT01442610,Sleep Wake Disorders,mesh-ancestor
NCT01442610,Mental Disorders,mesh-ancestor
NCT01448785,Obesity,mesh-list
NCT01448785,"Obesity, Morbid",mesh-list
NCT01448785,Overnutrition,mesh-ancestor
NCT01448785,Nutrition Disorders,mesh-ancestor
NCT01448785,Overweight,mesh-ancestor
NCT01448785,Body Weight,mesh-ancestor
NCT01450930,Adrenal Insufficiency,mesh-list
NCT01450930,Addison Disease,mesh-list
NCT01450930,Adrenal Gland Diseases,mesh-ancestor
NCT01450930,Endocrine System Diseases,mesh-ancestor
NCT01450930,Autoimmune Diseases,mesh-ancestor
NCT01450930,Immune System Diseases,mesh-ancestor
NCT01453179,"Keratosis, Actinic",mesh-list
NCT01453179,Keratosis,mesh-list
NCT01453179,Skin Diseases,mesh-ancestor
NCT01453179,Precancerous Conditions,mesh-ancestor
NCT01453179,Neoplasms,mesh-ancestor
NCT01455675,Pseudomonas Infections,mesh-list
NCT01455675,Cystic Fibrosis,mesh-list
NCT01455675,Fibrosis,mesh-list
NCT01455675,Pathologic Processes,mesh-ancestor
NCT01455675,Pancreatic Diseases,mesh-ancestor
NCT01455675,Digestive System Diseases,mesh-ancestor
NCT01455675,Lung Diseases,mesh-ancestor
NCT01455675,Respiratory Tract Diseases,mesh-ancestor
NCT01455675,"Genetic Diseases, Inborn",mesh-ancestor
NCT01455675,"Infant, Newborn, Diseases",mesh-ancestor
NCT01455675,Gram-Negative Bacterial Infections,mesh-ancestor
NCT01455675,Bacterial Infections,mesh-ancestor
NCT01455675,Bacterial Infections and Mycoses,mesh-ancestor
NCT01455675,Infections,mesh-ancestor
NCT01456364,Heart Diseases,mesh-list
NCT01456364,Coronary Disease,mesh-list
NCT01456364,Coronary Artery Disease,mesh-list
NCT01456364,Myocardial Ischemia,mesh-list
NCT01456364,Cardiovascular Diseases,mesh-ancestor
NCT01456364,Vascular Diseases,mesh-ancestor
NCT01456364,Arteriosclerosis,mesh-ancestor
NCT01456364,Arterial Occlusive Diseases,mesh-ancestor
NCT01458457,Breast Neoplasms,mesh-list
NCT01458457,Neoplasms by Site,mesh-ancestor
NCT01458457,Neoplasms,mesh-ancestor
NCT01458457,Breast Diseases,mesh-ancestor
NCT01458457,Skin Diseases,mesh-ancestor
NCT01460758,Depression,mesh-list
NCT01460758,Depressive Disorder,mesh-list
NCT01460758,Behavioral Symptoms,mesh-ancestor
NCT01460758,Mood Disorders,mesh-ancestor
NCT01460758,Mental Disorders,mesh-ancestor
NCT01468766,Breast Neoplasms,mesh-list
NCT01468766,Neoplasms by Site,mesh-ancestor
NCT01468766,Neoplasms,mesh-ancestor
NCT01468766,Breast Diseases,mesh-ancestor
NCT01468766,Skin Diseases,mesh-ancestor
NCT01470677,Endometrial Neoplasms,mesh-list
NCT01470677,Uterine Neoplasms,mesh-ancestor
NCT01470677,"Genital Neoplasms, Female",mesh-ancestor
NCT01470677,Urogenital Neoplasms,mesh-ancestor
NCT01470677,Neoplasms by Site,mesh-ancestor
NCT01470677,Neoplasms,mesh-ancestor
NCT01470677,Uterine Diseases,mesh-ancestor
NCT01475669,Hemorrhage,mesh-list
NCT01475669,"Blood Loss, Surgical",mesh-list
NCT01475669,Postoperative Hemorrhage,mesh-list
NCT01475669,Pathologic Processes,mesh-ancestor
NCT01475669,Intraoperative Complications,mesh-ancestor
NCT01475669,Postoperative Complications,mesh-ancestor
NCT01475994,"Dermatitis, Atopic",mesh-list
NCT01475994,Dermatitis,mesh-list
NCT01475994,Eczema,mesh-list
NCT01475994,Skin Diseases,mesh-ancestor
NCT01475994,"Skin Diseases, Genetic",mesh-ancestor
NCT01475994,"Genetic Diseases, Inborn",mesh-ancestor
NCT01475994,"Skin Diseases, Eczematous",mesh-ancestor
NCT01475994,"Hypersensitivity, Immediate",mesh-ancestor
NCT01475994,Hypersensitivity,mesh-ancestor
NCT01475994,Immune System Diseases,mesh-ancestor
NCT01478880,Hallucinations,mesh-list
NCT01478880,Perceptual Disorders,mesh-ancestor
NCT01478880,Neurobehavioral Manifestations,mesh-ancestor
NCT01478880,Neurologic Manifestations,mesh-ancestor
NCT01478880,Nervous System Diseases,mesh-ancestor
NCT01480362,Diabetic Foot,mesh-list
NCT01480362,Foot Ulcer,mesh-list
NCT01480362,Diabetic Angiopathies,mesh-ancestor
NCT01480362,Vascular Diseases,mesh-ancestor
NCT01480362,Cardiovascular Diseases,mesh-ancestor
NCT01480362,Leg Ulcer,mesh-ancestor
NCT01480362,Skin Ulcer,mesh-ancestor
NCT01480362,Skin Diseases,mesh-ancestor
NCT01480362,Diabetes Complications,mesh-ancestor
NCT01480362,Diabetes Mellitus,mesh-ancestor
NCT01480362,Endocrine System Diseases,mesh-ancestor
NCT01480362,Diabetic Neuropathies,mesh-ancestor
NCT01480362,Foot Diseases,mesh-ancestor
NCT01481909,Mastocytosis,mesh-list
NCT01481909,"Neoplasms, Connective Tissue",mesh-ancestor
NCT01481909,"Neoplasms, Connective and Soft Tissue",mesh-ancestor
NCT01481909,Neoplasms by Histologic Type,mesh-ancestor
NCT01481909,Neoplasms,mesh-ancestor
NCT01481909,Skin Diseases,mesh-ancestor
NCT01481909,Immune Complex Diseases,mesh-ancestor
NCT01481909,Hypersensitivity,mesh-ancestor
NCT01481909,Immune System Diseases,mesh-ancestor
NCT01484418,Back Pain,mesh-list
NCT01484418,Low Back Pain,mesh-list
NCT01484418,Pain,mesh-ancestor
NCT01484418,Neurologic Manifestations,mesh-ancestor
NCT01485952,Huntington Disease,mesh-list
NCT01485952,Basal Ganglia Diseases,mesh-ancestor
NCT01485952,Brain Diseases,mesh-ancestor
NCT01485952,Central Nervous System Diseases,mesh-ancestor
NCT01485952,Nervous System Diseases,mesh-ancestor
NCT01485952,Dementia,mesh-ancestor
NCT01485952,Chorea,mesh-ancestor
NCT01485952,Dyskinesias,mesh-ancestor
NCT01485952,Movement Disorders,mesh-ancestor
NCT01485952,"Heredodegenerative Disorders, Nervous System",mesh-ancestor
NCT01485952,Neurodegenerative Diseases,mesh-ancestor
NCT01485952,"Genetic Diseases, Inborn",mesh-ancestor
NCT01485952,Cognition Disorders,mesh-ancestor
NCT01485952,Neurocognitive Disorders,mesh-ancestor
NCT01485952,Mental Disorders,mesh-ancestor
NCT01486329,Pancreatic Neoplasms,mesh-list
NCT01486329,Digestive System Neoplasms,mesh-ancestor
NCT01486329,Neoplasms by Site,mesh-ancestor
NCT01486329,Neoplasms,mesh-ancestor
NCT01486329,Endocrine Gland Neoplasms,mesh-ancestor
NCT01486329,Digestive System Diseases,mesh-ancestor
NCT01486329,Pancreatic Diseases,mesh-ancestor
NCT01486329,Endocrine System Diseases,mesh-ancestor
NCT01488955,Infections,mesh-list
NCT01488955,Communicable Diseases,mesh-list
NCT01488955,Urinary Tract Infections,mesh-list
NCT01488955,Disease Attributes,mesh-ancestor
NCT01488955,Pathologic Processes,mesh-ancestor
NCT01488955,Urologic Diseases,mesh-ancestor
NCT01491152,Paralysis,mesh-list
NCT01491152,Cerebral Palsy,mesh-list
NCT01491152,Neurologic Manifestations,mesh-ancestor
NCT01491152,Nervous System Diseases,mesh-ancestor
NCT01491152,"Brain Damage, Chronic",mesh-ancestor
NCT01491152,Brain Diseases,mesh-ancestor
NCT01491152,Central Nervous System Diseases,mesh-ancestor
NCT01498731,Diabetes Insipidus,mesh-list
NCT01498731,Myocardial Infarction,mesh-list
NCT01498731,Acute Coronary Syndrome,mesh-list
NCT01498731,Infarction,mesh-list
NCT01498731,Ischemia,mesh-ancestor
NCT01498731,Pathologic Processes,mesh-ancestor
NCT01498731,Necrosis,mesh-ancestor
NCT01498731,Myocardial Ischemia,mesh-ancestor
NCT01498731,Heart Diseases,mesh-ancestor
NCT01498731,Cardiovascular Diseases,mesh-ancestor
NCT01498731,Vascular Diseases,mesh-ancestor
NCT01498731,Kidney Diseases,mesh-ancestor
NCT01498731,Urologic Diseases,mesh-ancestor
NCT01498731,Pituitary Diseases,mesh-ancestor
NCT01498731,Endocrine System Diseases,mesh-ancestor
NCT01500330,Neck Pain,mesh-list
NCT01500330,Pain,mesh-ancestor
NCT01500330,Neurologic Manifestations,mesh-ancestor
NCT01500993,Rectal Neoplasms,mesh-list
NCT01500993,Colorectal Neoplasms,mesh-ancestor
NCT01500993,Intestinal Neoplasms,mesh-ancestor
NCT01500993,Gastrointestinal Neoplasms,mesh-ancestor
NCT01500993,Digestive System Neoplasms,mesh-ancestor
NCT01500993,Neoplasms by Site,mesh-ancestor
NCT01500993,Neoplasms,mesh-ancestor
NCT01500993,Digestive System Diseases,mesh-ancestor
NCT01500993,Gastrointestinal Diseases,mesh-ancestor
NCT01500993,Intestinal Diseases,mesh-ancestor
NCT01500993,Rectal Diseases,mesh-ancestor
NCT01502163,Hypothermia,mesh-list
NCT01502163,Body Temperature Changes,mesh-ancestor
NCT01502241,Glioblastoma,mesh-list
NCT01502241,Astrocytoma,mesh-list
NCT01502241,Glioma,mesh-ancestor
NCT01502241,"Neoplasms, Neuroepithelial",mesh-ancestor
NCT01502241,Neuroectodermal Tumors,mesh-ancestor
NCT01502241,"Neoplasms, Germ Cell and Embryonal",mesh-ancestor
NCT01502241,Neoplasms by Histologic Type,mesh-ancestor
NCT01502241,Neoplasms,mesh-ancestor
NCT01502241,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT01502241,"Neoplasms, Nerve Tissue",mesh-ancestor
NCT01503216,Vitamin D Deficiency,mesh-list
NCT01503216,Avitaminosis,mesh-ancestor
NCT01503216,Deficiency Diseases,mesh-ancestor
NCT01503216,Malnutrition,mesh-ancestor
NCT01503216,Nutrition Disorders,mesh-ancestor
NCT01504256,Adenocarcinoma,mesh-list
NCT01504256,Carcinoma,mesh-list
NCT01504256,Peritoneal Neoplasms,mesh-list
NCT01504256,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT01504256,Neoplasms by Histologic Type,mesh-ancestor
NCT01504256,Neoplasms,mesh-ancestor
NCT01504256,Abdominal Neoplasms,mesh-ancestor
NCT01504256,Neoplasms by Site,mesh-ancestor
NCT01504256,Digestive System Neoplasms,mesh-ancestor
NCT01504256,Digestive System Diseases,mesh-ancestor
NCT01504256,Peritoneal Diseases,mesh-ancestor
NCT01504347,Borrelia Infections,mesh-list
NCT01504347,Lyme Disease,mesh-list
NCT01504347,Spirochaetales Infections,mesh-ancestor
NCT01504347,Gram-Negative Bacterial Infections,mesh-ancestor
NCT01504347,Bacterial Infections,mesh-ancestor
NCT01504347,Bacterial Infections and Mycoses,mesh-ancestor
NCT01504347,Infections,mesh-ancestor
NCT01504347,Tick-Borne Diseases,mesh-ancestor
NCT01504347,Vector Borne Diseases,mesh-ancestor
NCT01510080,Mental Disorders,mesh-list
NCT01510860,Liver Cirrhosis,mesh-list
NCT01510860,"Liver Cirrhosis, Biliary",mesh-list
NCT01510860,Fibrosis,mesh-list
NCT01510860,Pathologic Processes,mesh-ancestor
NCT01510860,Liver Diseases,mesh-ancestor
NCT01510860,Digestive System Diseases,mesh-ancestor
NCT01510860,"Cholestasis, Intrahepatic",mesh-ancestor
NCT01510860,Cholestasis,mesh-ancestor
NCT01510860,Bile Duct Diseases,mesh-ancestor
NCT01510860,Biliary Tract Diseases,mesh-ancestor
NCT01516827,Disease,mesh-list
NCT01516827,"Stress Disorders, Traumatic",mesh-list
NCT01516827,"Stress Disorders, Post-Traumatic",mesh-list
NCT01516827,Pathologic Processes,mesh-ancestor
NCT01516827,Trauma and Stressor Related Disorders,mesh-ancestor
NCT01516827,Mental Disorders,mesh-ancestor
NCT01520103,Breast Neoplasms,mesh-list
NCT01520103,Neoplasms by Site,mesh-ancestor
NCT01520103,Neoplasms,mesh-ancestor
NCT01520103,Breast Diseases,mesh-ancestor
NCT01520103,Skin Diseases,mesh-ancestor
NCT01521585,Huntington Disease,mesh-list
NCT01521585,Basal Ganglia Diseases,mesh-ancestor
NCT01521585,Brain Diseases,mesh-ancestor
NCT01521585,Central Nervous System Diseases,mesh-ancestor
NCT01521585,Nervous System Diseases,mesh-ancestor
NCT01521585,Dementia,mesh-ancestor
NCT01521585,Chorea,mesh-ancestor
NCT01521585,Dyskinesias,mesh-ancestor
NCT01521585,Movement Disorders,mesh-ancestor
NCT01521585,"Heredodegenerative Disorders, Nervous System",mesh-ancestor
NCT01521585,Neurodegenerative Diseases,mesh-ancestor
NCT01521585,"Genetic Diseases, Inborn",mesh-ancestor
NCT01521585,Cognition Disorders,mesh-ancestor
NCT01521585,Neurocognitive Disorders,mesh-ancestor
NCT01521585,Mental Disorders,mesh-ancestor
NCT00047099,Breast Neoplasms,mesh-list
NCT00047099,Neoplasms by Site,mesh-ancestor
NCT00047099,Neoplasms,mesh-ancestor
NCT00047099,Breast Diseases,mesh-ancestor
NCT00047099,Skin Diseases,mesh-ancestor
NCT00052468,Ovarian Neoplasms,mesh-list
NCT00052468,"Carcinoma, Ovarian Epithelial",mesh-list
NCT00052468,Fallopian Tube Neoplasms,mesh-list
NCT00052468,Endocrine Gland Neoplasms,mesh-ancestor
NCT00052468,Neoplasms by Site,mesh-ancestor
NCT00052468,Neoplasms,mesh-ancestor
NCT00052468,Ovarian Diseases,mesh-ancestor
NCT00052468,Adnexal Diseases,mesh-ancestor
NCT00052468,"Genital Neoplasms, Female",mesh-ancestor
NCT00052468,Urogenital Neoplasms,mesh-ancestor
NCT00052468,Endocrine System Diseases,mesh-ancestor
NCT00052468,Gonadal Disorders,mesh-ancestor
NCT00052468,Carcinoma,mesh-ancestor
NCT00052468,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT00052468,Neoplasms by Histologic Type,mesh-ancestor
NCT00052468,Fallopian Tube Diseases,mesh-ancestor
NCT00055874,Leukemia,mesh-list
NCT00055874,"Leukemia, Myeloid",mesh-list
NCT00055874,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",mesh-list
NCT00055874,"Leukemia, Myeloid, Chronic-Phase",mesh-list
NCT00055874,Neoplasms by Histologic Type,mesh-ancestor
NCT00055874,Neoplasms,mesh-ancestor
NCT00055874,Myeloproliferative Disorders,mesh-ancestor
NCT00055874,Bone Marrow Diseases,mesh-ancestor
NCT00055874,Hematologic Diseases,mesh-ancestor
NCT00056056,Mycoses,mesh-list
NCT00056056,Mycosis Fungoides,mesh-list
NCT00056056,Bacterial Infections and Mycoses,mesh-ancestor
NCT00056056,Infections,mesh-ancestor
NCT00056056,"Lymphoma, T-Cell, Cutaneous",mesh-ancestor
NCT00056056,"Lymphoma, T-Cell",mesh-ancestor
NCT00056056,"Lymphoma, Non-Hodgkin",mesh-ancestor
NCT00056056,Lymphoma,mesh-ancestor
NCT00056056,Neoplasms by Histologic Type,mesh-ancestor
NCT00056056,Neoplasms,mesh-ancestor
NCT00056056,Lymphoproliferative Disorders,mesh-ancestor
NCT00056056,Lymphatic Diseases,mesh-ancestor
NCT00056056,Immunoproliferative Disorders,mesh-ancestor
NCT00056056,Immune System Diseases,mesh-ancestor
NCT00061984,Sarcoma,mesh-list
NCT00061984,"Neoplasms, Connective and Soft Tissue",mesh-ancestor
NCT00061984,Neoplasms by Histologic Type,mesh-ancestor
NCT00061984,Neoplasms,mesh-ancestor
NCT01526447,Neck Pain,mesh-list
NCT01526447,Pain,mesh-ancestor
NCT01526447,Neurologic Manifestations,mesh-ancestor
NCT00079105,Lymphoma,mesh-list
NCT00079105,Hodgkin Disease,mesh-list
NCT00079105,Neoplasms by Histologic Type,mesh-ancestor
NCT00079105,Neoplasms,mesh-ancestor
NCT00079105,Lymphoproliferative Disorders,mesh-ancestor
NCT00079105,Lymphatic Diseases,mesh-ancestor
NCT00079105,Immunoproliferative Disorders,mesh-ancestor
NCT00079105,Immune System Diseases,mesh-ancestor
NCT00098137,Atrial Fibrillation,mesh-list
NCT00098137,Heart Diseases,mesh-list
NCT00098137,"Arrhythmias, Cardiac",mesh-ancestor
NCT00098137,Cardiovascular Diseases,mesh-ancestor
NCT00098137,Pathologic Processes,mesh-ancestor
NCT00111345,Leukemia,mesh-list
NCT00111345,"Leukemia, Myeloid",mesh-list
NCT00111345,"Leukemia, Myeloid, Acute",mesh-list
NCT00111345,Neoplasms by Histologic Type,mesh-ancestor
NCT00111345,Neoplasms,mesh-ancestor
NCT00114348,Leukemia,mesh-list
NCT00114348,Precursor Cell Lymphoblastic Leukemia-Lymphoma,mesh-list
NCT00114348,"Leukemia, Lymphoid",mesh-list
NCT00114348,"Lymphoma, Non-Hodgkin",mesh-list
NCT00114348,Lymphoma,mesh-ancestor
NCT00114348,Neoplasms by Histologic Type,mesh-ancestor
NCT00114348,Neoplasms,mesh-ancestor
NCT00114348,Lymphoproliferative Disorders,mesh-ancestor
NCT00114348,Lymphatic Diseases,mesh-ancestor
NCT00114348,Immunoproliferative Disorders,mesh-ancestor
NCT00114348,Immune System Diseases,mesh-ancestor
NCT01534364,Renal Insufficiency,mesh-list
NCT01534364,Acute Kidney Injury,mesh-list
NCT01534364,Kidney Diseases,mesh-ancestor
NCT01534364,Urologic Diseases,mesh-ancestor
NCT01534455,Breast Neoplasms,mesh-list
NCT01534455,Neoplasms by Site,mesh-ancestor
NCT01534455,Neoplasms,mesh-ancestor
NCT01534455,Breast Diseases,mesh-ancestor
NCT01534455,Skin Diseases,mesh-ancestor
NCT00118573,Aneurysm,mesh-list
NCT00118573,Aortic Aneurysm,mesh-list
NCT00118573,"Aortic Aneurysm, Abdominal",mesh-list
NCT00118573,Vascular Diseases,mesh-ancestor
NCT00118573,Cardiovascular Diseases,mesh-ancestor
NCT00118573,Aortic Diseases,mesh-ancestor
NCT00119717,Stroke,mesh-list
NCT00119717,Ischemic Stroke,mesh-list
NCT00119717,Cerebrovascular Disorders,mesh-ancestor
NCT00119717,Brain Diseases,mesh-ancestor
NCT00119717,Central Nervous System Diseases,mesh-ancestor
NCT00119717,Nervous System Diseases,mesh-ancestor
NCT00119717,Vascular Diseases,mesh-ancestor
NCT00119717,Cardiovascular Diseases,mesh-ancestor
NCT00124813,Multiple Myeloma,mesh-list
NCT00124813,"Neoplasms, Plasma Cell",mesh-list
NCT00124813,Neoplasms by Histologic Type,mesh-ancestor
NCT00124813,Neoplasms,mesh-ancestor
NCT00124813,Hemostatic Disorders,mesh-ancestor
NCT00124813,Vascular Diseases,mesh-ancestor
NCT00124813,Cardiovascular Diseases,mesh-ancestor
NCT00124813,Paraproteinemias,mesh-ancestor
NCT00124813,Blood Protein Disorders,mesh-ancestor
NCT00124813,Hematologic Diseases,mesh-ancestor
NCT00124813,Hemorrhagic Disorders,mesh-ancestor
NCT00124813,Lymphoproliferative Disorders,mesh-ancestor
NCT00124813,Immunoproliferative Disorders,mesh-ancestor
NCT00124813,Immune System Diseases,mesh-ancestor
NCT01538173,Infections,mesh-list
NCT01538173,Communicable Diseases,mesh-list
NCT01538173,Disease Attributes,mesh-ancestor
NCT01538173,Pathologic Processes,mesh-ancestor
NCT01538355,Multiple Sclerosis,mesh-list
NCT01538355,"Multiple Sclerosis, Relapsing-Remitting",mesh-list
NCT01538355,Sclerosis,mesh-list
NCT01538355,Pathologic Processes,mesh-ancestor
NCT01538355,"Demyelinating Autoimmune Diseases, CNS",mesh-ancestor
NCT01538355,Autoimmune Diseases of the Nervous System,mesh-ancestor
NCT01538355,Nervous System Diseases,mesh-ancestor
NCT01538355,Demyelinating Diseases,mesh-ancestor
NCT01538355,Autoimmune Diseases,mesh-ancestor
NCT01538355,Immune System Diseases,mesh-ancestor
NCT01538979,"Rhinitis, Allergic, Seasonal",mesh-list
NCT01538979,Hypersensitivity,mesh-list
NCT01538979,Immune System Diseases,mesh-ancestor
NCT01538979,"Rhinitis, Allergic",mesh-ancestor
NCT01538979,Rhinitis,mesh-ancestor
NCT01538979,Nose Diseases,mesh-ancestor
NCT01538979,Respiratory Tract Diseases,mesh-ancestor
NCT01538979,Respiratory Hypersensitivity,mesh-ancestor
NCT01538979,Otorhinolaryngologic Diseases,mesh-ancestor
NCT01538979,"Hypersensitivity, Immediate",mesh-ancestor
NCT01540357,Tinnitus,mesh-list
NCT01540357,Hearing Disorders,mesh-ancestor
NCT01540357,Ear Diseases,mesh-ancestor
NCT01540357,Otorhinolaryngologic Diseases,mesh-ancestor
NCT01540357,Sensation Disorders,mesh-ancestor
NCT01540357,Neurologic Manifestations,mesh-ancestor
NCT01540357,Nervous System Diseases,mesh-ancestor
NCT01540383,Aphasia,mesh-list
NCT01540383,Speech Disorders,mesh-ancestor
NCT01540383,Language Disorders,mesh-ancestor
NCT01540383,Communication Disorders,mesh-ancestor
NCT01540383,Neurobehavioral Manifestations,mesh-ancestor
NCT01540383,Neurologic Manifestations,mesh-ancestor
NCT01540383,Nervous System Diseases,mesh-ancestor
NCT00150878,Leukemia,mesh-list
NCT00150878,"Leukemia, Myeloid",mesh-list
NCT00150878,"Leukemia, Myeloid, Acute",mesh-list
NCT00150878,Neoplasms by Histologic Type,mesh-ancestor
NCT00150878,Neoplasms,mesh-ancestor
NCT00151242,Leukemia,mesh-list
