drksId,indication.type0,indication.key0,indication.value0,indication.type1,indication.key1,indication.value1,indication.type2,indication.key2,indication.value2,indication.type3,indication.key3,indication.value3,indication.type4,indication.key4,indication.value4
DRKS00005764,Free text,[---]*,Hepatitis C,ICD10,B18.2,Chronic viral hepatitis C,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010170,Free text,[---]*,Idiopathic Thrombocytopenic Purpura,ICD10,D69.3,Idiopathic thrombocytopenic purpura,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006480,Free text,[---]*,cUTI,Free text,[---]*,Complicated Urinary Tract Infection,Free text,[---]*,Acute Pyelonephritis,ICD10,N39.0,"Urinary tract infection, site not specified",ICD10,N10,Acute tubulo-interstitial nephritis
DRKS00005847,Free text,[---]*,Peripheral Arterial Diseases,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005848,Free text,[---]*,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005867,Free text,[---]*,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006004,ICD10,T81.4,"Infection following a procedure, not elsewhere classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006173,Free text,[---]*,Noise induced hearing impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006180,ICD10,Z96.6,Presence of orthopaedic joint implants,Free text,[---]*,Total knee replacement,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006215,ICD10,K02.0,Caries limited to enamel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006274,Free text,[---]*,Neuroendocrine tumors,Free text,[---]*,"advanced neuroendocrine tumors of gastrointestinal, lung or pancreatic origin.",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006734,ICD10,M95.2,Other acquired deformity of head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006760,Free text,[---]*,Basic study to assess physiologic effects of eurythmy therapy on cardiovascular physiology (heart rate variability) in healthy subjects.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006827,Free text,[---]*,"overweight, obesity",ICD10,E66,Obesity,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007288,Free text,[---]*,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007336,Free text,[---]*,Breast Cancer,ICD10,C50,Malignant neoplasm of breast,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008002,ICD10,F40.0,Agoraphobia,ICD10,F41.0,Panic disorder [episodic paroxysmal anxiety],ICD10,F40.1,Social phobias,ICD10,F40.2,Specific (isolated) phobias,NA,NA,NA
DRKS00008742,Free text,[---]*,Diabetes mellitus Typ 2,ICD10,E11,Non-insulin-dependent diabetes mellitus,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008767,ICD10,G57,Mononeuropathies of lower limb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008782,ICD10,M79.7,Fibromyalgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008833,ICD10,M80.08,[generalization M80.0: Postmenopausal osteoporosis with pathological fracture],ICD10,M80.88,[generalization M80.8: Other osteoporosis with pathological fracture],NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008843,Free text,[---]*,No specific disease. Placebo Administration to hospitalised patients.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008925,ICD10,R54,Senility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009245,ICD10,J45,Asthma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009274,ICD10,E55.9,"Vitamin D deficiency, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009360,Free text,[---]*,dental impressions and jaw models,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009739,ICD10,I25,Chronic ischaemic heart disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009756,ICD10,E66.00,[generalization E66.0: Obesity due to excess calories],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009908,ICD10,M75.4,Impingement syndrome of shoulder,ICD10,M75.1,Rotator cuff syndrome,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009918,Free text,[---]*,all patients during allogenic stemcelltransplantation,ICD10,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",ICD10,D46,Myelodysplastic syndromes,NA,NA,NA,NA,NA,NA
DRKS00010134,Free text,[---]*,Influence of epigenetic factors of stress regulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010157,Free text,[---]*,M00-99,ICD10,M00-M99,Diseases of the musculoskeletal system and connective tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010411,Free text,[---]*,calcium and magnesium undersupply,ICD10,E61.2,Magnesium deficiency,ICD10,E58,Dietary calcium deficiency,NA,NA,NA,NA,NA,NA
DRKS00010544,Free text,[---]*,"Patients (> 18yrs) who undergo general anesthesia for an elective procedure (ENT surgery, ophthalmic surgery and dermatologic surgery).<br/>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010657,ICD10,M41.1,Juvenile idiopathic scoliosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010845,ICD10,H26.9,"Cataract, unspecified",ICD10,H26.4,After-cataract,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011076,Free text,[---]*,"VO2 max,<br/>anaerobic threshold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011089,ICD10,R51,Headache,ICD10,G43,Migraine,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011125,Free text,[---]*,"dry, irritated, itchy skin",ICD10,L85.3,Xerosis cutis,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011293,ICD10,F10.2,Mental and behavioural disorders due to use of alcohol; Dependence syndrome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011535,Free text,[---]*,Cerebral blood flow and blood flow velocity during general anesthesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011539,ICD10,J45.9,"Asthma, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011688,Free text,[---]*,Healthy subjects<br/>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011693,Free text,[---]*,stress coping abilities for medical students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011714,Free text,[---]*,type 2 diabetes mellitus ,ICD10,E11,Type 2 diabetes mellitus,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011745,Free text,[---]*,Mildly elevated blood pressure (systolic: 125-140 mmHg),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012772,Free text,[---]*,Healthy volunteers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012776,ICD10,K08.9,"Disorder of teeth and supporting structures, unspecified",ICD10,K03.8,Other specified diseases of hard tissues of teeth,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012848,Free text,[---]*,"Validation measurement accuracy of a non-invasive in-ear sensor for body temperature, heart rate and oxygen saturation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013027,Free text,[---]*,[---]*,Free text,[---]*,Chemotherapy-induced peripheral neuropathy (CIPN),NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013233,ICD10,M80,Osteoporosis with pathological fracture,ICD10,M81,Osteoporosis without pathological fracture,ICD10,M82,Osteoporosis in diseases classified elsewhere,NA,NA,NA,NA,NA,NA
DRKS00011625,Free text,[---]*,Staff health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011528,Free text,[---]*,"Drug-drug interaction between ciclosporin, fluconazole, and rivaroxaban.",Free text,[---]*,Healthy volunteers.,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010282,Free text,[---]*,depressive symptoms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009323,ICD10,F32.0,Mild depressive episode,ICD10,F32.1,Moderate depressive episode,ICD10,F33.0,"Recurrent depressive disorder, current episode mild",ICD10,F33.1,"Recurrent depressive disorder, current episode moderate",ICD10,F34.1,Dysthymia
DRKS00010720,Free text,[---]*,Congenital heart defects<br/>Adults with congenital heart defects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008562,ICD10,G63.2,Diabetic polyneuropathy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012746,Free text,[---]*,Acute folliculitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013240,ICD10,N39.0,"Urinary tract infection, site not specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011532,ICD10,K02.1,Caries of dentine,ICD10,K02.9,"Dental caries, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009912,ICD10,K50,Crohn disease [regional enteritis],ICD10,K51,Ulcerative colitis,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012798,ICD10,J35.0,Chronic tonsillitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007196,Free text,[---]*,"Influenza, Human",Free text,[---]*,"Flu, Human",Free text,[---]*,"Flu, Avian",Free text,[---]*,Influenza,Free text,[---]*,"Influenza A Virus, H5N1 Subtype"
DRKS00012559,Free text,[---]*,"no health condition, preventive; low to moderate mindfulness<br/><br/>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005501,ICD10,C56,Malignant neoplasm of ovary,ICD10,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum,Free text,[---]*,"Genital Diseases, Female",Free text,[---]*,Ovarian Diseases,Free text,[---]*,Ovarian Neoplasms
DRKS00006098,ICD10,C18,Malignant neoplasm of colon,ICD10,C19,Malignant neoplasm of rectosigmoid junction,ICD10,C20,Malignant neoplasm of rectum,ICD10,K62.1,Rectal polyp,ICD10,K63.5,Polyp of colon
DRKS00006301,ICD10,K05.3,Chronic periodontitis,ICD10,K02.9,"Dental caries, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006782,Free text,[---]*,Duration of antibiotic therapy for each individual subject and medical case. 40 vignettes of patients suffering from pediatric infectious diseases were used.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007391,Free text,[---]*,Alcohol Dependence,Free text,[---]*,Alcohol Abuse,ICD10,F10,Mental and behavioural disorders due to use of alcohol,NA,NA,NA,NA,NA,NA
DRKS00007392,Free text,[---]*,Influenza,ICD10,J10,influenza due to identified seasonal influenza virus,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007394,Free text,[---]*,Rheumatoid Arthritis,ICD10,M05,Seropositive rheumatoid arthritis,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007920,ICD10,M51,Other intervertebral disc disorders,ICD10,M53,"Other dorsopathies, not elsewhere classified",ICD10,M54,Dorsalgia,ICD10,M05,Seropositive rheumatoid arthritis,ICD10,M06,Other rheumatoid arthritis
DRKS00008548,Free text,[---]*,F20,Free text,[---]*,F25.SCHIZOAFFEKTIVESTOERUNGEN,Free text,[---]*,F31.BIPOLARESTOERUNGEN,NA,NA,NA,NA,NA,NA
DRKS00011063,Free text,[---]*,"nonspecific chronic low back pain with ""control impairment""",ICD10,M54.5,Low back pain,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011153,ICD10,E23.0,Hypopituitarism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011570,Other,[---]*,specific phobia (animal type; spider phobia) according to DSM-IV criteria,ICD10,F40.2,Specific (isolated) phobias,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011584,ICD10,F43.0,Acute stress reaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011658,ICD10,R06.5,Mouth breathing,Free text,[---]*,Snoring,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011783,ICD10,I80.28,[generalization I80.2: Phlebitis and thrombophlebitis of other deep vessels of lower extremities],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012303,Free text,[---]*,Allergic rhinitis,ICD10,J30,Vasomotor and allergic rhinitis,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012323,ICD10,F32,Depressive episode,ICD10,F40,Phobic anxiety disorders,ICD10,F45,Somatoform disorders,NA,NA,NA,NA,NA,NA
DRKS00012336,ICD10,D83,Common variable immunodeficiency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012493,Free text,[---]*,Patient comprehension and periprocedural anxiety in patients before left heart catheterization,Free text,[---]*,[---]*,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012651,Free text,[---]*, Healthy volunteers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012682,ICD10,Z96.64,[generalization Z96.6: Presence of orthopaedic joint implants],ICD10,Z96.65,[generalization Z96.6: Presence of orthopaedic joint implants],NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012736,ICD10,O24.4,Diabetes mellitus arising in pregnancy,ICD10,E11.9,Type 2 diabetes mellitus; Without complications,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012832,Free text,[---]*,Dentine hypersensitivity,ICD10,K03.8,Other specified diseases of hard tissues of teeth,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013018,ICD10,R07.0,Pain in throat,ICD10,J02.0,Streptococcal pharyngitis,ICD10,J03.0,Streptococcal tonsillitis,NA,NA,NA,NA,NA,NA
DRKS00013340,Free text,[---]*,postoperative ileus,ICD10,K56.0,Paralytic ileus,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009971,MedDRA,[---]*,10003735 - Attention deficit-hyperactivity disorder,ICD10,F90,Hyperkinetic disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011209,Free text,[---]*,Healthy volunteers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006013,ICD10,F31,Bipolar affective disorder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011301,ICD10,F00-F99,Mental and behavioural disorders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005819,ICD10,F00,Dementia in Alzheimer disease,Free text,[---]*,healthy volunteers,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011514,Free text,[---]*,berreavement reactions,Free text,[---]*,depression,Free text,[---]*,anxiety,NA,NA,NA,NA,NA,NA
DRKS00011936,ICD10,S52.6,Fracture of lower end of both ulna and radius,ICD10,S52.50,[generalization S52.5: Fracture of lower end of radius],Free text,[---]*,"forearme fracture, ultrasound",NA,NA,NA,NA,NA,NA
DRKS00011600,ICD10,H25,Senile cataract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005108,Free text,[---]*,Musculoskelettal handicap at the lower limp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006484,Free text,[---]*,"Circumcision, Meatotomy or Distal Coronary Correction of Hypospadia",ICD10,N35,Urethral stricture,ICD10,Q54,Hypospadias,NA,NA,NA,NA,NA,NA
DRKS00006493,Free text,[---]*,Hypertension,Free text,[---]*,Chronic Kidney Disease,Free text,[---]*,Renal Transplantation,Free text,[---]*,Sympathetic Activity,ICD10,I10-I15,Hypertensive diseases
DRKS00007745,Free text,[---]*,Metastatic Breast Cancer,ICD10,C50,Malignant neoplasm of breast,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008054,Free text,[---]*,Rheumatic diseases,ICD10,M15-M19,Arthrosis,ICD10,M05,Seropositive rheumatoid arthritis,ICD10,M06,Other rheumatoid arthritis,ICD10,M45,Ankylosing spondylitis
DRKS00008200,ICD10,N18.5,"Chronic kidney disease, stage 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008206,ICD10,N40,Hyperplasia of prostate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008380,Free text,[---]*,Healthy Subjects,Free text,[---]*,Pharmacokinetics,Free text,[---]*,Drug-Drug Interaction (DDI),NA,NA,NA,NA,NA,NA
DRKS00008382,Free text,[---]*,"Diabetes Mellitus, Type 1",ICD10,E10,Insulin-dependent diabetes mellitus,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008849,Free text,[---]*,dynamic hyperinflation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009294,Free text,[---]*,Infarct in the MCA territory,ICD10,I63.5,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009545,ICD10,K58,Irritable bowel syndrome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010860,ICD10,H91.9,"Hearing loss, unspecified",Free text,[---]*,Cochlear implant,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010906,ICD10,M17,Gonarthrosis [arthrosis of knee],Free text,[---]*,Total knee replacement,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010912,ICD10,H25.8,Other senile cataract,ICD10,H52.2,Astigmatism,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011892,ICD10,G35,Multiple sclerosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013135,Other,[---]*,8-982 	 Palliativmedizinische Komplexbehandlung,Other,[---]*,OPS 8-98e Spezialisierte stationäre palliativmedizinische Komplexbehandlung,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013194,ICD10,L29.8,Other pruritus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013485,Free text,[---]*,Crohn's disease,ICD10,K50,Crohn disease [regional enteritis],NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013512,ICD10,I25.1,Atherosclerotic heart disease,ICD10,I35.0,Aortic (valve) stenosis,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013513,ICD10,G00,"Bacterial meningitis, not elsewhere classified",ICD10,G02,Meningitis in other infectious and parasitic diseases classified elsewhere,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012259,ICD10,I87.20,[generalization I87.2: Venous insufficiency (chronic)(peripheral)],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009333,ICD10,E66.99,"[generalization E66.9: Obesity, unspecified]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013106,ICD10,M25.51,[generalization M25.5: Pain in joint],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007729,ICD10,E66,Obesity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011752,Free text,[---]*,Congestive urge incontinence / bowel discharge disorder after deep anterior rectal resection,ICD10,R15,Faecal incontinence,ICD10,C20,Malignant neoplasm of rectum,ICD10,K59.8,Other specified functional intestinal disorders,NA,NA,NA
DRKS00004214,Free text,[---]*,Chronic Abacterial Prostatitis,Free text,[---]*,Chronic Pelvic Pain Syndrome,ICD10,N41.1,Chronic prostatitis,NA,NA,NA,NA,NA,NA
DRKS00001897,ICD10,M54.9,"Dorsalgia, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00004757,Free text,[---]*,Functional status of the cardiovascular system following cardiac surgical procedures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005735,ICD10,I89.0,"Lymphoedema, not elsewhere classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006003,ICD10,R54,Senility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007601,Free text,[---]*,Prostate Cancer,ICD10,C61,Malignant neoplasm of prostate,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00009253,ICD10,F10.2,Mental and behavioural disorders due to use of alcohol; Dependence syndrome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011054,ICD10,M25.51,[generalization M25.5: Pain in joint],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012249,Free text,[---]*,Improvement in performance and subjective well-being with 12-week EMS-training,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012399,Free text,[---]*,Early Mobilization of criticallly ill patients,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012972,Free text,[---]*,Healthy volunteers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00013127,Free text,[---]*,Sacroiliac Joint Pain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00012337,Free text,[---]*,Healthy elderly participants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007875,ICD10,H81.8,Other disorders of vestibular function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008763,ICD10,J44,Other chronic obstructive pulmonary disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006106,Free text,[---]*,ridge width insufficient for implant placement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006514,Free text,[---]*,Renal Failure,ICD10,N18,Chronic kidney disease,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006410,Free text,[---]*,Chronic Kidney Failure,Free text,[---]*,Chronic Inflammation,ICD10,N18.5,"Chronic kidney disease, stage 5",NA,NA,NA,NA,NA,NA
DRKS00008668,Free text,[---]*,Laparoscopy Training,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007960,ICD10,F32.0,Mild depressive episode,ICD10,F32.1,Moderate depressive episode,ICD10,F33.0,"Recurrent depressive disorder, current episode mild",ICD10,F33.1,"Recurrent depressive disorder, current episode moderate",ICD10,M40-M54,Dorsopathies
DRKS00005758,Free text,[---]*,"Hepatitis C, Chronic",ICD10,B18.2,Chronic viral hepatitis C,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005767,Free text,[---]*,Non Alcoholic Fatty Liver Disease,ICD10,K76.0,"Fatty (change of) liver, not elsewhere classified",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005770,Free text,[---]*,Chronic Hepatitis C Virus,ICD10,B18.2,Chronic viral hepatitis C,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006866,ICD10,F32,Depressive episode,ICD10,F33,Recurrent depressive disorder,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007583,Free text,[---]*,Metastatic Hormone Refractory Prostate Cancer,ICD10,C61,Malignant neoplasm of prostate,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005754,Free text,[---]*,Hepatitis C Virus,ICD10,B18.2,Chronic viral hepatitis C,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005757,Free text,[---]*,Hepatitis C,ICD10,B17.1,Acute hepatitis C,ICD10,B18.2,Chronic viral hepatitis C,NA,NA,NA,NA,NA,NA
DRKS00005765,Free text,[---]*,Hepatitis C,ICD10,B18.2,Chronic viral hepatitis C,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005761,Free text,[---]*,Hepatitis C,ICD10,B18.2,Chronic viral hepatitis C,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005759,Free text,[---]*,Crohn's Disease,Free text,[---]*,IBD,Free text,[---]*,Colitis,Free text,[---]*,Inflammatory Bowel Disease,ICD10,K50,Crohn disease [regional enteritis]
DRKS00007350,Free text,[---]*,Kidney Transplantation,Free text,[---]*,Liver Transplantation,Free text,[---]*,Heart Transplantation,ICD10,Z94.0,Kidney transplant status,ICD10,Z94.1,Heart transplant status
DRKS00006465,Free text,[---]*,Rhabdomyolysis,Free text,[---]*,Renal Failure,ICD10,M62.89,[generalization M62.8: Other specified disorders of muscle],ICD10,N17,Acute renal failure,NA,NA,NA
DRKS00006512,Free text,[---]*,Prostatic Neoplasms,ICD10,C61,Malignant neoplasm of prostate,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007672,ICD10,K05.1,Chronic gingivitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00008461,Free text,[---]*,Diabetes Mellitus Type 1,ICD10,E10,Insulin-dependent diabetes mellitus,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010771,ICD10,E66.02,[generalization E66.0: Obesity due to excess calories],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010918,Free text,[---]*,healthy subjects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011492,ICD10,M40-M54,Dorsopathies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00011569,ICD10,F63.0,Pathological gambling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00005539,Free text,[---]*,Hearing Loss,Free text,[---]*,Deafness,Free text,[---]*,"Hearing Loss, Sensorineural",Free text,[---]*,Hearing Disorders,Free text,[---]*,Ear Diseases
DRKS00006510,Free text,[---]*,Renal Cell Carcinoma,ICD10,C64,"Malignant neoplasm of kidney, except renal pelvis",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006509,Free text,[---]*,Atypical Hemolytic Uremic Syndrome,ICD10,D59.3,Haemolytic-uraemic syndrome,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00006091,ICD10,F20,Schizophrenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00007250,Free text,[---]*,Wobenzym,Free text,[---]*,Osteoarthritis,ICD10,M17,Gonarthrosis [arthrosis of knee],NA,NA,NA,NA,NA,NA
DRKS00010395,Free text,[---]*,Acceptability and capability to swallow multiple minitablets in comparison to glucose syrup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010305,Free text,[---]*,Colorectal Cancer,Free text,[---]*,Head and Neck Cancer,Free text,[---]*,Kidney Cancer,Free text,[---]*,"Unspecified Adult Solid Tumor, Protocol Specific",ICD10,C18,Malignant neoplasm of colon
DRKS00010311,Free text,[---]*,Complicated Urinary Tract Infection,ICD10,N39.0,"Urinary tract infection, site not specified",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010303,Free text,[---]*,Urinary Tract Infections,ICD10,N39.0,"Urinary tract infection, site not specified",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010302,Free text,[---]*,Overactive Bladder,ICD10,N32.8,Other specified disorders of bladder,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010309,Free text,[---]*,Metastatic Renal Cell Carcinoma,ICD10,C64,"Malignant neoplasm of kidney, except renal pelvis",NA,NA,NA,NA,NA,NA,NA,NA,NA
DRKS00010312,Free text,[---]*,Erectile Dysfunction,ICD10,F52.2,Failure of genital response,NA,NA,NA,NA,NA,NA,NA,NA,NA
